ipz,ipt,itp,pz_lo,pz_hi,pt_lo,pt_hi,tp_lo,tp_hi,sigma_ar23_LE_d3,sigma_ar23_LE_d3err,sigma_ar23_LE,sigma_ar23_LE_mcerr,n_mc_C_LE,n_mc_H_LE,sigma_ar23_ME_d3,sigma_ar23_ME_d3err,sigma_ar23_ME,sigma_ar23_ME_mcerr,n_mc_C_ME,n_mc_H_ME,sigma_data_LE,sigma_data_LE_staterr,sigma_data_LE_toterr,sigma_data_ME,sigma_data_ME_staterr,sigma_data_ME_toterr,w_LE,w_LE_err,w_ME,w_ME_err,w_BNB_raw,w_BNB,w_BNB_err,unmeasured_LE,unmeasured_ME,no_mc_LE,no_mc_ME,excluded
1,1,4,2.0,2.5,0.15,0.25,0.12,0.16,1.0269847476409709e-39,4.4153522956161417e-41,2.053969495281942e-42,8.830704591232286e-44,541,0,3.0433275206826342e-40,2.7781652215902476e-41,6.08665504136527e-43,5.556330443180497e-44,120,0,2.2939944565365045e-42,6.637496813205544e-43,8.57520004675555e-43,1.3458682183002072e-42,2.1303138999147667e-43,2.9255799274715522e-43,1.1168590681633348,0.42024629509297134,2.21117873307031,0.5213188016525637,0.0435840121968778,0.0435840121968778,0.9768976094564159,False,False,False,False,False
1,1,5,2.0,2.5,0.15,0.25,0.16,0.24,1.208273182760588e-39,3.3864988677296705e-41,4.833092731042351e-42,1.3545995470918682e-43,1273,0,3.550548774129742e-40,2.1218587368385136e-41,1.4202195096518964e-42,8.487434947354053e-44,280,0,5.173674347134261e-42,1.2147071911187557e-42,1.4770351426824528e-42,1.9705174779965606e-42,3.2237101591871493e-43,4.308376931187102e-43,1.0704686698652393,0.30707789170579347,1.387473883160178,0.3144877536922427,0.7595597106721261,0.7595597106721261,0.6819851731833736,False,False,False,False,False
1,1,6,2.0,2.5,0.15,0.25,0.24,0.32,1.203527412207718e-39,3.379841698194364e-41,4.814109648830873e-42,1.3519366792777457e-43,1268,0,3.626631962146806e-40,2.1444724349076158e-41,1.4506527848587228e-42,8.577889739630465e-44,286,0,3.032808288715376e-42,8.75078457575453e-43,1.0488628772669229e-42,9.172977293919041e-43,1.917297967831504e-43,2.4514905682969273e-43,0.6299832180706367,0.21858978052108402,0.6323344489916921,0.17307929262748642,0.6276772031288324,0.6276772031288324,0.46506288729691175,False,False,False,False,False
1,1,7,2.0,2.5,0.15,0.25,0.32,0.4,8.475946207425016e-40,2.8363672512177956e-41,3.3903784829700075e-42,1.1345469004871189e-43,893,0,2.967244332665568e-40,1.9397483017768375e-41,1.1868977330662277e-42,7.758993207107354e-44,234,0,8.918536699614849e-43,4.737926126730459e-43,5.47198210788875e-43,6.0204826487210065e-43,1.6742201927637861e-43,2.062171040537548e-43,0.26305430925818396,0.16163725982189184,0.5072452732020738,0.17688063364464232,0.023559325390138164,0.023559325390138164,0.36414465634301435,False,False,False,False,False
1,1,8,2.0,2.5,0.15,0.25,0.4,0.6,3.041089770278809e-40,1.0745162364681885e-41,3.041089770278809e-42,1.0745162364681885e-43,801,0,1.0905256949112775e-40,7.43732350976596e-42,1.0905256949112777e-42,7.437323509765958e-44,215,0,1.9349478138275978e-42,1.0327124571910237e-42,1.1785215896115294e-42,6.337964408056394e-43,2.3785597713153245e-43,2.5997571766830785e-43,0.636267903939646,0.3881841987711717,0.5811843258376442,0.24166744843516974,0.6902921824627631,0.6902921824627631,0.8046059841920761,False,False,False,False,False
1,1,9,2.0,2.5,0.15,0.25,0.6,0.799,1.369834475159934e-40,7.229709844685883e-42,1.3629853027841353e-42,7.193561295462456e-44,359,0,5.097701039669403e-41,5.097701039669404e-42,5.0722125344710584e-43,5.07221253447106e-44,100,0,2.27691943373121e-42,1.3281554042643745e-42,1.5801209456946706e-42,2.7366193512315974e-43,1.4284963030421858e-43,1.7137419884792404e-43,1.6705385077008568,1.1626566910555778,0.5395316802348816,0.3421494126001731,2.7797952038694094,2.7797952038694094,2.3272745551601752,False,False,False,False,False
1,2,0,2.0,2.5,0.25,0.325,0.0,0.02,2.4450209888383924e-39,1.112523071699746e-40,1.8337657416287946e-42,8.343923037748095e-44,483,0,6.154284541824883e-40,6.451443166067123e-41,4.615713406368664e-43,4.838582374550344e-44,91,0,6.799279434329459e-42,1.1218994639650963e-42,1.519971989214505e-42,2.4400103127195728e-42,2.7516813913539092e-43,4.064213385627471e-43,3.707823349502743,0.8458758451411534,5.286312424321878,1.0403840190422282,2.1596898338147454,2.1596898338147454,1.9617385014880244,False,False,False,False,False
1,2,1,2.0,2.5,0.25,0.325,0.02,0.04,5.4013196585725975e-39,1.6535512904385075e-40,4.050989743929449e-42,1.2401634678288811e-43,1067,0,1.4472713098357418e-39,9.893342999902643e-41,1.0854534823768065e-42,7.420007249926983e-44,214,0,5.099759022777957e-42,8.522437817979515e-43,1.2599228594941254e-42,2.2046589565382424e-42,2.4043885686342443e-43,3.1908571724330483e-43,1.258892109124721,0.3133947713072546,2.0310948302553906,0.3251045187522441,0.5015394403234874,0.5015394403234874,0.6978633655706932,False,False,False,False,False
1,2,2,2.0,2.5,0.25,0.325,0.04,0.08,7.793188017218852e-39,1.40446302346186e-40,1.168978202582828e-41,2.1066945351927906e-43,3079,0,2.1066589393169797e-39,8.440150819291909e-41,3.1599884089754695e-42,1.2660226228937868e-43,623,0,9.180666038257534e-42,1.2266654331110958e-42,1.81806131318413e-42,3.8661819490001676e-42,3.2845427860040643e-43,5.900808911812382e-43,0.7853581887132782,0.1561683650520671,1.2234797880963304,0.1930615116693684,0.35566200470297704,0.35566200470297704,0.36268467551345224,False,False,False,False,False
1,2,3,2.0,2.5,0.25,0.325,0.08,0.12,5.41650612434178e-39,1.1708799030777675e-40,8.124759186512672e-42,1.7563198546166517e-43,2140,0,1.5318081854102596e-39,7.197062677900055e-41,2.2977122781153893e-42,1.0795594016850085e-43,453,0,5.495387509806517e-42,9.344092266349908e-43,1.5266194730701378e-42,1.957623038579369e-42,2.4064371791571297e-43,3.88841495299872e-43,0.6763754326317776,0.18846520601975014,0.8519878912711536,0.17389977677668128,0.5041401366585434,0.5041401366585434,0.4104224969042758,False,False,False,False,False
1,2,4,2.0,2.5,0.25,0.325,0.12,0.16,2.7791232357604083e-39,8.38699984978889e-41,4.168684853640614e-42,1.2580499774683338e-43,1098,0,8.216984305843112e-40,5.271197889894945e-41,1.2325476458764673e-42,7.906796834842422e-44,243,0,3.681889318349768e-42,7.589880321863249e-43,1.2059343608755526e-42,1.3513454666753268e-42,1.870811829207651e-43,2.8394950581038993e-43,0.8832256329317589,0.29050949841221163,1.0963839582155723,0.24087316600696482,0.6741665062110958,0.6741665062110958,0.6220386717485987,False,False,False,False,False
1,2,5,2.0,2.5,0.25,0.325,0.16,0.24,1.70721186021894e-39,4.648164017110897e-41,5.12163558065682e-42,1.3944492051332693e-43,1349,0,5.308915786079708e-40,2.9959945034776436e-41,1.5926747358239124e-42,8.987983510432933e-44,314,0,5.776316435377871e-42,1.3750806959494049e-42,1.8634760318635746e-42,3.056746682770672e-42,3.829113482185668e-43,6.549475502041334e-43,1.127826520339249,0.3651374024281514,1.9192535763991854,0.4252492687794601,0.35161921535738827,0.35161921535738827,0.8348912231411476,False,False,False,False,False
1,2,6,2.0,2.5,0.25,0.325,0.24,0.32,1.8135171206032167e-39,4.790695467419742e-41,5.440551361809653e-42,1.4372086402259233e-43,1433,0,5.6639706634926795e-40,3.0945577494608126e-41,1.699191199047805e-42,9.283673248382445e-44,335,0,3.0306083131987565e-42,8.897187782647445e-43,1.071950704891475e-42,1.6586240550493968e-42,2.7569592207800404e-43,4.623463520834339e-43,0.5570406585024328,0.19757852567591355,0.9761256155156987,0.2772751486563469,0.14601502758557594,0.14601502758557594,0.4765643968784489,False,False,False,False,False
1,2,7,2.0,2.5,0.25,0.325,0.32,0.4,1.4047480836493869e-39,4.2163529547333324e-41,4.2142442509481616e-42,1.2649058864200004e-43,1110,0,4.311380654300398e-40,2.699891293837495e-41,1.2934141962901198e-42,8.099673881512487e-44,255,0,1.2131029374919676e-42,5.8366161455809474e-43,7.044821507442182e-43,1.1908322632015396e-42,2.5965745230129482e-43,3.173473490837516e-43,0.287857766483049,0.16739003335269964,0.9206890311063429,0.252039508349205,-0.3328036661282585,0.0,0.4135660695858883,False,False,False,False,False
