ipz,ipt,itp,pz_lo,pz_hi,pt_lo,pt_hi,tp_lo,tp_hi,sigma_ar23_LE_d3,sigma_ar23_LE_d3err,sigma_ar23_LE,sigma_ar23_LE_mcerr,n_mc_C_LE,n_mc_H_LE,sigma_ar23_ME_d3,sigma_ar23_ME_d3err,sigma_ar23_ME,sigma_ar23_ME_mcerr,n_mc_C_ME,n_mc_H_ME,sigma_data_LE,sigma_data_LE_staterr,sigma_data_LE_toterr,sigma_data_ME,sigma_data_ME_staterr,sigma_data_ME_toterr,w_LE,w_LE_err,w_ME,w_ME_err,w_BNB_raw,w_BNB,w_BNB_err,unmeasured_LE,unmeasured_ME,no_mc_LE,no_mc_ME,excluded
0,1,0,1.5,2.0,0.15,0.25,0.0,0.02,2.0957322761471937e-39,8.920028933960979e-41,2.0957322761471937e-42,8.92002893396098e-44,552,0,3.3476602727508987e-40,4.1206849426518775e-41,3.347660272750899e-43,4.120684942651878e-44,66,0,6.723478797735312e-42,1.1614866302496422e-42,1.6876511976429004e-42,1.2221434003348033e-42,2.217462659307844e-43,3.748561107346735e-43,3.2081763850561074,0.8167750326053295,3.6507390259481793,1.2065613368249355,2.7741245641811907,2.7741245641811907,2.0044331387161165,False,False,False,False,False
0,1,1,1.5,2.0,0.15,0.25,0.02,0.04,4.685024689792821e-39,1.3336881858151274e-40,4.6850246897928206e-42,1.3336881858151274e-43,1234,0,6.593876294812376e-40,5.783212082683714e-41,6.5938762948123765e-43,5.783212082683715e-44,130,0,3.945122095936343e-42,9.450761847141157e-43,1.1078726933937589e-42,1.0449731072173024e-42,1.935103743016945e-43,2.855381302142872e-43,0.8420707161974001,0.2376829351816148,1.5847629838603703,0.45479513311647124,0.11366099214333314,0.11366099214333314,0.648542789262632,False,False,False,False,False
0,1,2,1.5,2.0,0.15,0.25,0.04,0.08,3.7415655038823546e-39,8.427718882344711e-41,7.483131007764709e-42,1.6855437764689425e-43,1971,0,5.883766539986428e-40,3.86288198072505e-41,1.1767533079972857e-42,7.7257639614501e-44,232,0,6.697002225052783e-42,1.2807722828473713e-42,1.9865757705032036e-42,1.6160397330734864e-42,2.7682016964124853e-43,5.13448299840043e-43,0.8949465428446708,0.26623811533297526,1.3733037520190374,0.44554427947536385,0.42578851076981117,0.42578851076981117,0.6848742672356799,False,False,False,False,False
0,1,3,1.5,2.0,0.15,0.25,0.08,0.12,1.8356640498499428e-39,5.903097625057245e-41,3.671328099699885e-42,1.1806195250114492e-43,967,0,3.347660272750899e-40,2.9137642660824426e-41,6.695320545501797e-43,5.827528532164886e-44,132,0,2.745193052977294e-42,9.00928428236437e-43,1.2136589093814549e-42,7.680086197254145e-43,1.81015164491991e-43,3.147096571439783e-43,0.747738414662994,0.3314509868206973,1.1470826743932305,0.48053066404886347,0.356073852235262,0.356073852235262,0.8081725536101102,False,False,False,False,False
0,1,4,1.5,2.0,0.15,0.25,0.12,0.16,8.97899788602919e-40,4.1285476265532047e-41,1.7957995772058378e-42,8.257095253106413e-44,473,0,1.9020797004266464e-40,2.1963324541228938e-41,3.8041594008532936e-43,4.392664908245789e-44,75,0,1.5130745833330126e-42,5.0121693300439945e-43,7.616041252994336e-43,6.22804173997566e-43,1.907569141589774e-43,3.847357120567136e-43,0.8425631693750985,0.425868867047129,1.6371663444435784,1.0288718303630127,0.0632408245963969,0.0632408245963969,1.3152290144753938,False,False,False,False,False
0,1,5,1.5,2.0,0.15,0.25,0.16,0.24,9.605439599007971e-40,3.019444067915124e-41,3.842175839603189e-42,1.2077776271660494e-43,1012,0,1.6738301363754495e-40,1.4568821330412215e-41,6.695320545501797e-43,5.827528532164886e-44,132,0,3.779403026685597e-42,1.2950110202824733e-42,1.6663323271757585e-42,7.025414872879009e-43,2.4281660418509275e-43,4.4901972256049196e-43,0.9836621707235359,0.43479586357035116,1.0493022440275819,0.6768372715079604,0.9192844065214909,0.9192844065214909,1.0873711973493339,False,False,False,False,False
0,1,6,1.5,2.0,0.15,0.25,0.24,0.32,1.0488152921841706e-39,3.155134459590244e-41,4.195261168736683e-42,1.2620537838360978e-43,1105,0,2.181051389822554e-40,1.6630360938494e-41,8.72420555929022e-43,6.652144375397601e-44,172,0,2.202938032482086e-42,1.1373562379753513e-42,1.345910386845552e-42,3.088944572855746e-43,1.312161643547291e-43,2.0502919958447824e-43,0.5251015238094118,0.32120549329650355,0.35406600083676326,0.2365574757006296,0.6928479021095095,0.6928479021095095,0.6772159902097196,False,False,False,False,False
0,1,7,1.5,2.0,0.15,0.25,0.32,0.4,7.716622918965888e-40,2.7063378139628676e-41,3.086649167586356e-42,1.0825351255851477e-43,813,0,1.7625938557286922e-40,1.4950125959510126e-41,7.0503754229147714e-43,5.980050383804052e-44,139,0,5.1963664089063295e-43,4.04911969886255e-43,4.4944882256520975e-43,2.2709148373586402e-43,1.1597819264260632e-43,1.6486564984091954e-43,0.16834975816087625,0.145730250843809,0.32209842755008883,0.23543005645049755,0.017557793952225453,0.017557793952225453,0.3696477096201312,False,False,False,False,False
0,1,8,1.5,2.0,0.15,0.25,0.4,0.6,2.9385811263368267e-40,1.0562511737872787e-41,2.9385811263368264e-42,1.0562511737872786e-43,774,0,8.115540055153695e-41,6.415897754153547e-42,8.115540055153694e-43,6.415897754153546e-44,160,0,3.805440155228877e-42,1.3433878916706934e-42,1.651018914833689e-42,4.569492974076884e-43,2.5619092223317027e-43,3.1898904108283185e-43,1.2949923761242756,0.5637670996097767,0.5630547003677313,0.39557204184787415,2.01285432734704,2.01285432734704,1.1821670556069233,False,False,False,False,False
0,1,9,1.5,2.0,0.15,0.25,0.6,0.799,1.1256300004796114e-40,6.553671239174064e-42,1.1200018504772139e-42,6.520902882978196e-44,295,0,3.313505675785112e-41,4.109897970558422e-42,3.2969381474061882e-43,4.089348480705632e-44,65,0,7.227665480756882e-43,1.0311313488152249e-42,1.2789085184230441e-42,4.608522940481603e-43,3.0245939639537247e-43,4.388855574512847e-43,0.6453262088520029,1.1424986904748724,1.3978190473810626,1.3424345071972008,-0.09269561355149802,0.0,2.618161947831127,False,False,False,False,False
0,2,0,1.5,2.0,0.25,0.325,0.0,0.02,1.7515057187123887e-39,9.416153078930055e-41,1.3136292890342917e-42,7.062114809197542e-44,346,0,3.5843635243595474e-40,4.92350195103138e-41,2.6882726432696612e-43,3.6926264632735364e-44,53,0,5.827027771722936e-42,1.2534706009451975e-42,1.5456903132782068e-42,9.639748344543977e-43,2.133676871481114e-43,2.7026949084881392e-43,4.4358235769900105,1.2005785586019948,3.5858521897613236,1.1195394845934765,5.269449360618147,5.269449360618147,2.6193201764628085,False,False,False,False,False
0,2,1,1.5,2.0,0.25,0.325,0.02,0.04,3.8826730816543405e-39,1.4019519945118214e-40,2.9120048112407564e-42,1.0514639958838662e-43,767,0,5.6808780386075845e-40,6.198346101364648e-41,4.260658528955689e-43,4.648759576023486e-44,84,0,4.682855023855357e-42,1.057203811942533e-42,1.3347764050053373e-42,1.1942788589953509e-42,2.2084803136997764e-43,3.041574331887985e-43,1.608120634203235,0.46203348514463877,2.803038194398731,0.7766288737408154,0.4361822578576522,0.4361822578576522,1.1906867184128764,False,False,False,False,False
0,2,2,1.5,2.0,0.25,0.325,0.04,0.08,6.520055970235714e-39,1.2846309898510352e-40,9.780083955353571e-42,1.9269464847765534e-43,2576,0,9.40050056388636e-40,5.638045570966748e-41,1.4100750845829541e-42,8.457068356450124e-44,278,0,8.281232615159499e-42,1.459634178465118e-42,2.139921497951267e-42,2.217519015278537e-42,3.3493320189110162e-43,6.0618841836753656e-43,0.8467445323540798,0.21943910338039999,1.5726247768815755,0.4401232601318848,0.13482352329826663,0.13482352329826663,0.6125827023709467,False,False,False,False,False
0,2,3,1.5,2.0,0.25,0.325,0.08,0.12,4.609092360946909e-39,1.0800912258270986e-40,6.913638541420363e-42,1.6201368387406478e-43,1821,0,6.661505795271989e-40,4.746126363904931e-41,9.992258692907985e-43,7.119189545857399e-44,197,0,5.252423158425579e-42,1.1097849994593386e-42,1.5915634873252038e-42,1.282512133518438e-42,2.3321712965307893e-43,3.4095634455808573e-43,0.7597190866947612,0.23089373544509778,1.2835057347231233,0.35326165347363864,0.2460052588207906,0.2460052588207906,0.5737653296500588,False,False,False,False,False
0,2,4,1.5,2.0,0.25,0.325,0.12,0.16,2.222286157557048e-39,7.49985251644639e-41,3.333429236335573e-42,1.1249778774669591e-43,878,0,4.362102779645109e-40,3.840617345824059e-41,6.5431541694676665e-43,5.76092601873609e-44,129,0,3.016191836737104e-42,8.420375474141523e-43,1.1311159030955233e-42,7.847877103559816e-43,1.8294031533983163e-43,2.5634140361177083e-43,0.9048315182033961,0.34069626387952184,1.1994027498511928,0.40575327152955154,0.6159251179334417,0.6159251179334417,0.7834375527584061,False,False,False,False,False
0,2,5,1.5,2.0,0.25,0.325,0.16,0.24,1.4465108645146389e-39,4.2785694385606504e-41,4.339532593543918e-42,1.2835708315681953e-43,1143,0,2.755902143729275e-40,2.1585891532201683e-41,8.267706431187825e-43,6.475767459660504e-44,163,0,5.428475449695601e-42,1.571193785804061e-42,1.9456049344096224e-42,1.3217490581546417e-42,3.5036819498611087e-43,5.8766693508948744e-43,1.2509355172885999,0.44986856162702954,1.5986889098634158,0.7217434560037188,0.9098696899556074,0.9098696899556074,1.1380268161214229,False,False,False,False,False
0,2,6,1.5,2.0,0.25,0.325,0.24,0.32,1.5920478281359716e-39,4.4886504880725166e-41,4.776143484407917e-42,1.3465951464217556e-43,1258,0,3.685807775048968e-40,2.4963440198454385e-41,1.1057423325146908e-42,7.489032059536317e-44,218,0,4.4090065978617735e-42,1.532946340203193e-42,1.937797945003769e-42,9.586608351970033e-43,2.6835793850039263e-43,3.901538896535455e-43,0.9231311019560677,0.4065583469109553,0.8669839319769975,0.35769603761108926,0.9781985186663096,0.9781985186663096,0.8783951556141091,False,False,False,False,False
0,2,7,1.5,2.0,0.25,0.325,0.32,0.4,1.2073240286500134e-39,3.9088558677065824e-41,3.6219720859500406e-42,1.172656760311975e-43,954,0,2.840439019303792e-40,2.1914462802080704e-41,8.521317057911379e-43,6.574338840624214e-44,168,0,2.7250267416816386e-42,1.0543226566580872e-42,1.400029552667914e-42,7.145606481647851e-43,2.500695661747348e-43,3.641439753967963e-43,0.752359951158173,0.38730466288897847,0.8385565791163365,0.4322025545734044,0.6678209506607434,0.6678209506607434,0.8764814864287249,False,False,False,False,False
