# hA2018/hA2025 INTRANUKE pi+ FSI TGraph2D points (archival), extracted
# from hA_TGraphs_2D/TGraphs_{2018,2025}.root by scripts/extract_ha_tgraphs.py.
# model=2018: value = fate fraction(A, KE[MeV]).
# model=2025: value = log(cross section).
# The runtime table is ha_pion_fsi_weights_A40.csv.
model,graph,fate,A,KE,value
2018,TfracPipA_Abs,abs,2.0,650.0,0.148906
2018,TfracPipA_Abs,abs,2.0,700.0,0.1359
2018,TfracPipA_Abs,abs,2.0,750.0,0.126861
2018,TfracPipA_Abs,abs,2.0,800.0,0.12088
2018,TfracPipA_Abs,abs,2.0,850.0,0.113719
2018,TfracPipA_Abs,abs,2.0,900.0,0.107844
2018,TfracPipA_Abs,abs,2.0,950.0,0.102267
2018,TfracPipA_Abs,abs,2.0,1000.0,0.0987647
2018,TfracPipA_Abs,abs,3.0,0.0,0.343112
2018,TfracPipA_Abs,abs,3.0,50.0,0.374415
2018,TfracPipA_Abs,abs,3.0,100.0,0.369729
2018,TfracPipA_Abs,abs,3.0,150.0,0.340418
2018,TfracPipA_Abs,abs,3.0,200.0,0.294228
2018,TfracPipA_Abs,abs,3.0,250.0,0.258901
2018,TfracPipA_Abs,abs,3.0,300.0,0.249066
2018,TfracPipA_Abs,abs,3.0,350.0,0.238262
2018,TfracPipA_Abs,abs,3.0,400.0,0.235043
2018,TfracPipA_Abs,abs,3.0,450.0,0.22804
2018,TfracPipA_Abs,abs,3.0,500.0,0.214944
2018,TfracPipA_Abs,abs,3.0,550.0,0.197581
2018,TfracPipA_Abs,abs,3.0,600.0,0.177033
2018,TfracPipA_Abs,abs,3.0,650.0,0.158394
2018,TfracPipA_Abs,abs,3.0,700.0,0.144701
2018,TfracPipA_Abs,abs,3.0,750.0,0.135168
2018,TfracPipA_Abs,abs,3.0,800.0,0.128853
2018,TfracPipA_Abs,abs,3.0,850.0,0.121285
2018,TfracPipA_Abs,abs,3.0,900.0,0.115069
2018,TfracPipA_Abs,abs,3.0,950.0,0.109164
2018,TfracPipA_Abs,abs,3.0,1000.0,0.105454
2018,TfracPipA_Abs,abs,4.0,0.0,0.382997
2018,TfracPipA_Abs,abs,4.0,50.0,0.415636
2018,TfracPipA_Abs,abs,4.0,100.0,0.381876
2018,TfracPipA_Abs,abs,4.0,150.0,0.352139
2018,TfracPipA_Abs,abs,4.0,200.0,0.305094
2018,TfracPipA_Abs,abs,4.0,250.0,0.26896
2018,TfracPipA_Abs,abs,4.0,300.0,0.258877
2018,TfracPipA_Abs,abs,4.0,350.0,0.247787
2018,TfracPipA_Abs,abs,4.0,400.0,0.244481
2018,TfracPipA_Abs,abs,4.0,450.0,0.237284
2018,TfracPipA_Abs,abs,4.0,500.0,0.223811
2018,TfracPipA_Abs,abs,4.0,550.0,0.205919
2018,TfracPipA_Abs,abs,4.0,600.0,0.184704
2018,TfracPipA_Abs,abs,4.0,650.0,0.165419
2018,TfracPipA_Abs,abs,4.0,700.0,0.151228
2018,TfracPipA_Abs,abs,4.0,750.0,0.141337
2018,TfracPipA_Abs,abs,4.0,800.0,0.134778
2018,TfracPipA_Abs,abs,4.0,850.0,0.126913
2018,TfracPipA_Abs,abs,4.0,900.0,0.120448
2018,TfracPipA_Abs,abs,4.0,950.0,0.114303
2018,TfracPipA_Abs,abs,4.0,1000.0,0.110439
2018,TfracPipA_Abs,abs,7.0,85.0,0.169
2018,TfracPipA_Abs,abs,7.0,165.0,0.251
2018,TfracPipA_Abs,abs,7.0,0.0,0.464789
2018,TfracPipA_Abs,abs,7.0,50.0,0.498764
2018,TfracPipA_Abs,abs,7.0,100.0,0.405918
2018,TfracPipA_Abs,abs,7.0,150.0,0.375447
2018,TfracPipA_Abs,abs,7.0,200.0,0.326859
2018,TfracPipA_Abs,abs,7.0,250.0,0.28922
2018,TfracPipA_Abs,abs,7.0,300.0,0.278667
2018,TfracPipA_Abs,abs,7.0,350.0,0.267035
2018,TfracPipA_Abs,abs,7.0,400.0,0.263562
2018,TfracPipA_Abs,abs,7.0,450.0,0.255994
2018,TfracPipA_Abs,abs,7.0,500.0,0.241795
2018,TfracPipA_Abs,abs,7.0,550.0,0.222878
2018,TfracPipA_Abs,abs,7.0,600.0,0.200357
2018,TfracPipA_Abs,abs,7.0,650.0,0.179798
2018,TfracPipA_Abs,abs,7.0,700.0,0.164617
2018,TfracPipA_Abs,abs,7.0,750.0,0.154008
2018,TfracPipA_Abs,abs,7.0,800.0,0.146963
2018,TfracPipA_Abs,abs,7.0,850.0,0.1385
2018,TfracPipA_Abs,abs,7.0,900.0,0.131534
2018,TfracPipA_Abs,abs,7.0,950.0,0.124904
2018,TfracPipA_Abs,abs,7.0,1000.0,0.120731
2018,TfracPipA_Abs,abs,7.0,125.0,0.2278
2018,TfracPipA_Abs,abs,7.0,205.0,0.2432
2018,TfracPipA_Abs,abs,7.0,245.0,0.214
2018,TfracPipA_Abs,abs,9.0,0.0,0.502428
2018,TfracPipA_Abs,abs,9.0,50.0,0.536397
2018,TfracPipA_Abs,abs,9.0,100.0,0.416872
2018,TfracPipA_Abs,abs,9.0,150.0,0.386113
2018,TfracPipA_Abs,abs,9.0,200.0,0.336889
2018,TfracPipA_Abs,abs,9.0,250.0,0.298607
2018,TfracPipA_Abs,abs,9.0,300.0,0.28785
2018,TfracPipA_Abs,abs,9.0,350.0,0.275981
2018,TfracPipA_Abs,abs,9.0,400.0,0.272435
2018,TfracPipA_Abs,abs,9.0,450.0,0.264704
2018,TfracPipA_Abs,abs,9.0,500.0,0.250185
2018,TfracPipA_Abs,abs,9.0,550.0,0.230812
2018,TfracPipA_Abs,abs,9.0,600.0,0.207703
2018,TfracPipA_Abs,abs,9.0,650.0,0.186566
2018,TfracPipA_Abs,abs,9.0,700.0,0.170933
2018,TfracPipA_Abs,abs,9.0,750.0,0.159995
2018,TfracPipA_Abs,abs,9.0,800.0,0.152725
2018,TfracPipA_Abs,abs,9.0,850.0,0.143987
2018,TfracPipA_Abs,abs,9.0,900.0,0.136789
2018,TfracPipA_Abs,abs,9.0,950.0,0.129932
2018,TfracPipA_Abs,abs,9.0,1000.0,0.125616
2018,TfracPipA_Abs,abs,12.0,85.0,0.234
2018,TfracPipA_Abs,abs,12.0,125.0,0.26
2018,TfracPipA_Abs,abs,12.0,165.0,0.29
2018,TfracPipA_Abs,abs,12.0,205.0,0.251
2018,TfracPipA_Abs,abs,12.0,0.0,0.545455
2018,TfracPipA_Abs,abs,12.0,50.0,0.578947
2018,TfracPipA_Abs,abs,12.0,100.0,0.429511
2018,TfracPipA_Abs,abs,12.0,150.0,0.398457
2018,TfracPipA_Abs,abs,12.0,200.0,0.348553
2018,TfracPipA_Abs,abs,12.0,250.0,0.309565
2018,TfracPipA_Abs,abs,12.0,300.0,0.298581
2018,TfracPipA_Abs,abs,12.0,350.0,0.286447
2018,TfracPipA_Abs,abs,12.0,400.0,0.28282
2018,TfracPipA_Abs,abs,12.0,450.0,0.274905
2018,TfracPipA_Abs,abs,12.0,500.0,0.260024
2018,TfracPipA_Abs,abs,12.0,550.0,0.240133
2018,TfracPipA_Abs,abs,12.0,600.0,0.216353
2018,TfracPipA_Abs,abs,12.0,650.0,0.194553
2018,TfracPipA_Abs,abs,12.0,700.0,0.178396
2018,TfracPipA_Abs,abs,12.0,750.0,0.167077
2018,TfracPipA_Abs,abs,12.0,800.0,0.159547
2018,TfracPipA_Abs,abs,12.0,850.0,0.150487
2018,TfracPipA_Abs,abs,12.0,900.0,0.143019
2018,TfracPipA_Abs,abs,12.0,950.0,0.1359
2018,TfracPipA_Abs,abs,12.0,1000.0,0.131415
2018,TfracPipA_Abs,abs,12.0,245.0,0.2064
2018,TfracPipA_Abs,abs,12.0,315.0,0.216
2018,TfracPipA_Abs,abs,16.0,0.0,0.587813
2018,TfracPipA_Abs,abs,16.0,50.0,0.620357
2018,TfracPipA_Abs,abs,16.0,100.0,0.442243
2018,TfracPipA_Abs,abs,16.0,150.0,0.410932
2018,TfracPipA_Abs,abs,16.0,200.0,0.360401
2018,TfracPipA_Abs,abs,16.0,250.0,0.32074
2018,TfracPipA_Abs,abs,16.0,300.0,0.309538
2018,TfracPipA_Abs,abs,16.0,350.0,0.297147
2018,TfracPipA_Abs,abs,16.0,400.0,0.29344
2018,TfracPipA_Abs,abs,16.0,450.0,0.285347
2018,TfracPipA_Abs,abs,16.0,500.0,0.270111
2018,TfracPipA_Abs,abs,16.0,550.0,0.249708
2018,TfracPipA_Abs,abs,16.0,600.0,0.225261
2018,TfracPipA_Abs,abs,16.0,650.0,0.202796
2018,TfracPipA_Abs,abs,16.0,700.0,0.186113
2018,TfracPipA_Abs,abs,16.0,750.0,0.174408
2018,TfracPipA_Abs,abs,16.0,800.0,0.166613
2018,TfracPipA_Abs,abs,16.0,850.0,0.157228
2018,TfracPipA_Abs,abs,16.0,900.0,0.149483
2018,TfracPipA_Abs,abs,16.0,950.0,0.142096
2018,TfracPipA_Abs,abs,16.0,1000.0,0.137439
2018,TfracPipA_Abs,abs,27.0,85.0,0.25
2018,TfracPipA_Abs,abs,27.0,125.0,0.298
2018,TfracPipA_Abs,abs,27.0,165.0,0.299
2018,TfracPipA_Abs,abs,27.0,205.0,0.307
2018,TfracPipA_Abs,abs,27.0,245.0,0.227
2018,TfracPipA_Abs,abs,27.0,315.0,0.2205
2018,TfracPipA_Abs,abs,48.0,0.0,0.733821
2018,TfracPipA_Abs,abs,48.0,50.0,0.759553
2018,TfracPipA_Abs,abs,48.0,100.0,0.491423
2018,TfracPipA_Abs,abs,48.0,150.0,0.459498
2018,TfracPipA_Abs,abs,48.0,200.0,0.407123
2018,TfracPipA_Abs,abs,48.0,250.0,0.365256
2018,TfracPipA_Abs,abs,48.0,300.0,0.353308
2018,TfracPipA_Abs,abs,48.0,350.0,0.340028
2018,TfracPipA_Abs,abs,48.0,400.0,0.336041
2018,TfracPipA_Abs,abs,48.0,450.0,0.327317
2018,TfracPipA_Abs,abs,48.0,500.0,0.310815
2018,TfracPipA_Abs,abs,48.0,550.0,0.288554
2018,TfracPipA_Abs,abs,48.0,600.0,0.26163
2018,TfracPipA_Abs,abs,48.0,650.0,0.236645
2018,TfracPipA_Abs,abs,48.0,700.0,0.217939
2018,TfracPipA_Abs,abs,48.0,750.0,0.204736
2018,TfracPipA_Abs,abs,48.0,800.0,0.195908
2018,TfracPipA_Abs,abs,48.0,850.0,0.185239
2018,TfracPipA_Abs,abs,48.0,900.0,0.176403
2018,TfracPipA_Abs,abs,48.0,950.0,0.167948
2018,TfracPipA_Abs,abs,48.0,1000.0,0.162604
2018,TfracPipA_Abs,abs,56.0,85.0,0.222
2018,TfracPipA_Abs,abs,56.0,165.0,0.314
2018,TfracPipA_Abs,abs,56.0,205.0,0.347
2018,TfracPipA_Abs,abs,56.0,245.0,0.255
2018,TfracPipA_Abs,abs,56.0,315.0,0.229
2018,TfracPipA_Abs,abs,56.0,0.0,0.751493
2018,TfracPipA_Abs,abs,56.0,50.0,0.776037
2018,TfracPipA_Abs,abs,56.0,100.0,0.498359
2018,TfracPipA_Abs,abs,56.0,150.0,0.466396
2018,TfracPipA_Abs,abs,56.0,200.0,0.413837
2018,TfracPipA_Abs,abs,56.0,250.0,0.371713
2018,TfracPipA_Abs,abs,56.0,300.0,0.359673
2018,TfracPipA_Abs,abs,56.0,350.0,0.346282
2018,TfracPipA_Abs,abs,56.0,400.0,0.34226
2018,TfracPipA_Abs,abs,56.0,450.0,0.333456
2018,TfracPipA_Abs,abs,56.0,500.0,0.31679
2018,TfracPipA_Abs,abs,56.0,550.0,0.294283
2018,TfracPipA_Abs,abs,56.0,600.0,0.267026
2018,TfracPipA_Abs,abs,56.0,650.0,0.241694
2018,TfracPipA_Abs,abs,56.0,700.0,0.222705
2018,TfracPipA_Abs,abs,56.0,750.0,0.209291
2018,TfracPipA_Abs,abs,56.0,800.0,0.200316
2018,TfracPipA_Abs,abs,56.0,850.0,0.189463
2018,TfracPipA_Abs,abs,56.0,900.0,0.180471
2018,TfracPipA_Abs,abs,56.0,950.0,0.171861
2018,TfracPipA_Abs,abs,56.0,1000.0,0.166418
2018,TfracPipA_Abs,abs,56.0,125.0,0.26125
2018,TfracPipA_Abs,abs,58.0,0.0,0.755404
2018,TfracPipA_Abs,abs,58.0,50.0,0.779675
2018,TfracPipA_Abs,abs,58.0,100.0,0.499938
2018,TfracPipA_Abs,abs,58.0,150.0,0.467968
2018,TfracPipA_Abs,abs,58.0,200.0,0.41537
2018,TfracPipA_Abs,abs,58.0,250.0,0.373189
2018,TfracPipA_Abs,abs,58.0,300.0,0.361129
2018,TfracPipA_Abs,abs,58.0,350.0,0.347714
2018,TfracPipA_Abs,abs,58.0,400.0,0.343683
2018,TfracPipA_Abs,abs,58.0,450.0,0.334861
2018,TfracPipA_Abs,abs,58.0,500.0,0.318159
2018,TfracPipA_Abs,abs,58.0,550.0,0.295597
2018,TfracPipA_Abs,abs,58.0,600.0,0.268264
2018,TfracPipA_Abs,abs,58.0,650.0,0.242854
2018,TfracPipA_Abs,abs,58.0,700.0,0.223801
2018,TfracPipA_Abs,abs,58.0,750.0,0.210338
2018,TfracPipA_Abs,abs,58.0,800.0,0.201329
2018,TfracPipA_Abs,abs,58.0,850.0,0.190435
2018,TfracPipA_Abs,abs,58.0,900.0,0.181407
2018,TfracPipA_Abs,abs,58.0,950.0,0.172762
2018,TfracPipA_Abs,abs,58.0,1000.0,0.167296
2018,TfracPipA_Abs,abs,63.0,0.0,0.764454
2018,TfracPipA_Abs,abs,63.0,50.0,0.78808
2018,TfracPipA_Abs,abs,63.0,100.0,0.503659
2018,TfracPipA_Abs,abs,63.0,150.0,0.471676
2018,TfracPipA_Abs,abs,63.0,200.0,0.418989
2018,TfracPipA_Abs,abs,63.0,250.0,0.376678
2018,TfracPipA_Abs,abs,63.0,300.0,0.36457
2018,TfracPipA_Abs,abs,63.0,350.0,0.351097
2018,TfracPipA_Abs,abs,63.0,400.0,0.347049
2018,TfracPipA_Abs,abs,63.0,450.0,0.338185
2018,TfracPipA_Abs,abs,63.0,500.0,0.321396
2018,TfracPipA_Abs,abs,63.0,550.0,0.298705
2018,TfracPipA_Abs,abs,63.0,600.0,0.271196
2018,TfracPipA_Abs,abs,63.0,650.0,0.245601
2018,TfracPipA_Abs,abs,63.0,700.0,0.226397
2018,TfracPipA_Abs,abs,63.0,750.0,0.212821
2018,TfracPipA_Abs,abs,63.0,800.0,0.203733
2018,TfracPipA_Abs,abs,63.0,850.0,0.19274
2018,TfracPipA_Abs,abs,63.0,900.0,0.183628
2018,TfracPipA_Abs,abs,63.0,950.0,0.1749
2018,TfracPipA_Abs,abs,63.0,1000.0,0.16938
2018,TfracPipA_Abs,abs,93.0,85.0,0.313
2018,TfracPipA_Abs,abs,93.0,125.0,0.359
2018,TfracPipA_Abs,abs,93.0,165.0,0.352
2018,TfracPipA_Abs,abs,93.0,205.0,0.285
2018,TfracPipA_Abs,abs,93.0,245.0,0.196
2018,TfracPipA_Abs,abs,93.0,315.0,0.195
2018,TfracPipA_Abs,abs,93.0,0.0,0.803914
2018,TfracPipA_Abs,abs,93.0,50.0,0.82449
2018,TfracPipA_Abs,abs,93.0,100.0,0.521172
2018,TfracPipA_Abs,abs,93.0,150.0,0.489173
2018,TfracPipA_Abs,abs,93.0,200.0,0.436145
2018,TfracPipA_Abs,abs,93.0,250.0,0.393274
2018,TfracPipA_Abs,abs,93.0,300.0,0.380959
2018,TfracPipA_Abs,abs,93.0,350.0,0.36723
2018,TfracPipA_Abs,abs,93.0,400.0,0.3631
2018,TfracPipA_Abs,abs,93.0,450.0,0.354048
2018,TfracPipA_Abs,abs,93.0,500.0,0.336874
2018,TfracPipA_Abs,abs,93.0,550.0,0.313595
2018,TfracPipA_Abs,abs,93.0,600.0,0.285271
2018,TfracPipA_Abs,abs,93.0,650.0,0.25882
2018,TfracPipA_Abs,abs,93.0,700.0,0.23891
2018,TfracPipA_Abs,abs,93.0,750.0,0.224802
2018,TfracPipA_Abs,abs,93.0,800.0,0.215342
2018,TfracPipA_Abs,abs,93.0,850.0,0.203883
2018,TfracPipA_Abs,abs,93.0,900.0,0.194371
2018,TfracPipA_Abs,abs,93.0,950.0,0.185248
2018,TfracPipA_Abs,abs,93.0,1000.0,0.179473
2018,TfracPipA_Abs,abs,120.0,0.0,0.826908
2018,TfracPipA_Abs,abs,120.0,50.0,0.845535
2018,TfracPipA_Abs,abs,120.0,100.0,0.532609
2018,TfracPipA_Abs,abs,120.0,150.0,0.500642
2018,TfracPipA_Abs,abs,120.0,200.0,0.447459
2018,TfracPipA_Abs,abs,120.0,250.0,0.404274
2018,TfracPipA_Abs,abs,120.0,300.0,0.391837
2018,TfracPipA_Abs,abs,120.0,350.0,0.377955
2018,TfracPipA_Abs,abs,120.0,400.0,0.373776
2018,TfracPipA_Abs,abs,120.0,450.0,0.36461
2018,TfracPipA_Abs,abs,120.0,500.0,0.347198
2018,TfracPipA_Abs,abs,120.0,550.0,0.323554
2018,TfracPipA_Abs,abs,120.0,600.0,0.294717
2018,TfracPipA_Abs,abs,120.0,650.0,0.267718
2018,TfracPipA_Abs,abs,120.0,700.0,0.247352
2018,TfracPipA_Abs,abs,120.0,750.0,0.232898
2018,TfracPipA_Abs,abs,120.0,800.0,0.223196
2018,TfracPipA_Abs,abs,120.0,850.0,0.211432
2018,TfracPipA_Abs,abs,120.0,900.0,0.201656
2018,TfracPipA_Abs,abs,120.0,950.0,0.192273
2018,TfracPipA_Abs,abs,120.0,1000.0,0.186329
2018,TfracPipA_Abs,abs,165.0,0.0,0.852575
2018,TfracPipA_Abs,abs,165.0,50.0,0.868878
2018,TfracPipA_Abs,abs,165.0,100.0,0.546848
2018,TfracPipA_Abs,abs,165.0,150.0,0.514968
2018,TfracPipA_Abs,abs,165.0,200.0,0.46167
2018,TfracPipA_Abs,abs,165.0,250.0,0.418151
2018,TfracPipA_Abs,abs,165.0,300.0,0.405578
2018,TfracPipA_Abs,abs,165.0,350.0,0.391523
2018,TfracPipA_Abs,abs,165.0,400.0,0.387287
2018,TfracPipA_Abs,abs,165.0,450.0,0.37799
2018,TfracPipA_Abs,abs,165.0,500.0,0.360302
2018,TfracPipA_Abs,abs,165.0,550.0,0.336225
2018,TfracPipA_Abs,abs,165.0,600.0,0.306771
2018,TfracPipA_Abs,abs,165.0,650.0,0.279105
2018,TfracPipA_Abs,abs,165.0,700.0,0.258178
2018,TfracPipA_Abs,abs,165.0,750.0,0.243296
2018,TfracPipA_Abs,abs,165.0,800.0,0.233292
2018,TfracPipA_Abs,abs,165.0,850.0,0.221147
2018,TfracPipA_Abs,abs,165.0,900.0,0.211042
2018,TfracPipA_Abs,abs,165.0,950.0,0.201333
2018,TfracPipA_Abs,abs,165.0,1000.0,0.195176
2018,TfracPipA_Abs,abs,181.0,0.0,0.859419
2018,TfracPipA_Abs,abs,181.0,50.0,0.875076
2018,TfracPipA_Abs,abs,181.0,100.0,0.550973
2018,TfracPipA_Abs,abs,181.0,150.0,0.519128
2018,TfracPipA_Abs,abs,181.0,200.0,0.465813
2018,TfracPipA_Abs,abs,181.0,250.0,0.42221
2018,TfracPipA_Abs,abs,181.0,300.0,0.4096
2018,TfracPipA_Abs,abs,181.0,350.0,0.395499
2018,TfracPipA_Abs,abs,181.0,400.0,0.391247
2018,TfracPipA_Abs,abs,181.0,450.0,0.381915
2018,TfracPipA_Abs,abs,181.0,500.0,0.36415
2018,TfracPipA_Abs,abs,181.0,550.0,0.339953
2018,TfracPipA_Abs,abs,181.0,600.0,0.310325
2018,TfracPipA_Abs,abs,181.0,650.0,0.282469
2018,TfracPipA_Abs,abs,181.0,700.0,0.261381
2018,TfracPipA_Abs,abs,181.0,750.0,0.246376
2018,TfracPipA_Abs,abs,181.0,800.0,0.236285
2018,TfracPipA_Abs,abs,181.0,850.0,0.224029
2018,TfracPipA_Abs,abs,181.0,900.0,0.21383
2018,TfracPipA_Abs,abs,181.0,950.0,0.204025
2018,TfracPipA_Abs,abs,181.0,1000.0,0.197806
2018,TfracPipA_Abs,abs,209.0,165.0,0.398
2018,TfracPipA_Abs,abs,209.0,245.0,0.224
2018,TfracPipA_Abs,abs,209.0,0.0,0.869526
2018,TfracPipA_Abs,abs,209.0,50.0,0.884209
2018,TfracPipA_Abs,abs,209.0,100.0,0.557369
2018,TfracPipA_Abs,abs,209.0,150.0,0.525587
2018,TfracPipA_Abs,abs,209.0,200.0,0.472261
2018,TfracPipA_Abs,abs,209.0,250.0,0.428538
2018,TfracPipA_Abs,abs,209.0,300.0,0.415876
2018,TfracPipA_Abs,abs,209.0,350.0,0.401705
2018,TfracPipA_Abs,abs,209.0,400.0,0.397431
2018,TfracPipA_Abs,abs,209.0,450.0,0.388045
2018,TfracPipA_Abs,abs,209.0,500.0,0.370166
2018,TfracPipA_Abs,abs,209.0,550.0,0.345786
2018,TfracPipA_Abs,abs,209.0,600.0,0.315893
2018,TfracPipA_Abs,abs,209.0,650.0,0.287746
2018,TfracPipA_Abs,abs,209.0,700.0,0.26641
2018,TfracPipA_Abs,abs,209.0,750.0,0.251214
2018,TfracPipA_Abs,abs,209.0,800.0,0.240989
2018,TfracPipA_Abs,abs,209.0,850.0,0.228562
2018,TfracPipA_Abs,abs,209.0,900.0,0.218214
2018,TfracPipA_Abs,abs,209.0,950.0,0.208262
2018,TfracPipA_Abs,abs,209.0,1000.0,0.201947
2018,TfracPipA_Abs,abs,209.0,85.0,0.37525
2018,TfracPipA_Abs,abs,209.0,125.0,0.3333
2018,TfracPipA_Abs,abs,209.0,205.0,0.2717
2018,TfracPipA_Abs,abs,209.0,315.0,0.1947
2018,TfracPipA_Inelas,inel,1.0,0.0,0.629826
2018,TfracPipA_Inelas,inel,1.0,50.0,0.548834
2018,TfracPipA_Inelas,inel,1.0,100.0,0.283765
2018,TfracPipA_Inelas,inel,1.0,150.0,0.25697
2018,TfracPipA_Inelas,inel,1.0,200.0,0.2389
2018,TfracPipA_Inelas,inel,1.0,250.0,0.232587
2018,TfracPipA_Inelas,inel,1.0,300.0,0.224382
2018,TfracPipA_Inelas,inel,1.0,350.0,0.225163
2018,TfracPipA_Inelas,inel,1.0,400.0,0.227062
2018,TfracPipA_Inelas,inel,1.0,450.0,0.224532
2018,TfracPipA_Inelas,inel,1.0,500.0,0.217533
2018,TfracPipA_Inelas,inel,1.0,550.0,0.199256
2018,TfracPipA_Inelas,inel,1.0,600.0,0.171952
2018,TfracPipA_Inelas,inel,1.0,650.0,0.144418
2018,TfracPipA_Inelas,inel,1.0,700.0,0.124957
2018,TfracPipA_Inelas,inel,1.0,750.0,0.115233
2018,TfracPipA_Inelas,inel,1.0,800.0,0.110931
2018,TfracPipA_Inelas,inel,1.0,850.0,0.10836
2018,TfracPipA_Inelas,inel,1.0,900.0,0.103871
2018,TfracPipA_Inelas,inel,1.0,950.0,0.0984601
2018,TfracPipA_Inelas,inel,1.0,1000.0,0.0935439
2018,TfracPipA_Inelas,inel,2.0,0.0,0.567563
2018,TfracPipA_Inelas,inel,2.0,50.0,0.489192
2018,TfracPipA_Inelas,inel,2.0,100.0,0.272019
2018,TfracPipA_Inelas,inel,2.0,150.0,0.247197
2018,TfracPipA_Inelas,inel,2.0,200.0,0.231073
2018,TfracPipA_Inelas,inel,2.0,250.0,0.225899
2018,TfracPipA_Inelas,inel,2.0,300.0,0.218179
2018,TfracPipA_Inelas,inel,2.0,350.0,0.219213
2018,TfracPipA_Inelas,inel,2.0,400.0,0.221145
2018,TfracPipA_Inelas,inel,2.0,450.0,0.218857
2018,TfracPipA_Inelas,inel,2.0,500.0,0.212356
2018,TfracPipA_Inelas,inel,2.0,550.0,0.194902
2018,TfracPipA_Inelas,inel,2.0,600.0,0.168591
2018,TfracPipA_Inelas,inel,2.0,650.0,0.141896
2018,TfracPipA_Inelas,inel,2.0,700.0,0.122965
2018,TfracPipA_Inelas,inel,2.0,750.0,0.113518
2018,TfracPipA_Inelas,inel,2.0,800.0,0.109358
2018,TfracPipA_Inelas,inel,2.0,850.0,0.106914
2018,TfracPipA_Inelas,inel,2.0,900.0,0.102557
2018,TfracPipA_Inelas,inel,2.0,950.0,0.097279
2018,TfracPipA_Inelas,inel,2.0,1000.0,0.0924602
2018,TfracPipA_Inelas,inel,3.0,0.0,0.52551
2018,TfracPipA_Inelas,inel,3.0,50.0,0.449639
2018,TfracPipA_Inelas,inel,3.0,100.0,0.26494
2018,TfracPipA_Inelas,inel,3.0,150.0,0.241274
2018,TfracPipA_Inelas,inel,3.0,200.0,0.226288
2018,TfracPipA_Inelas,inel,3.0,250.0,0.221782
2018,TfracPipA_Inelas,inel,3.0,300.0,0.214354
2018,TfracPipA_Inelas,inel,3.0,350.0,0.215537
2018,TfracPipA_Inelas,inel,3.0,400.0,0.217486
2018,TfracPipA_Inelas,inel,3.0,450.0,0.215345
2018,TfracPipA_Inelas,inel,3.0,500.0,0.209144
2018,TfracPipA_Inelas,inel,3.0,550.0,0.192192
2018,TfracPipA_Inelas,inel,3.0,600.0,0.166491
2018,TfracPipA_Inelas,inel,3.0,650.0,0.140314
2018,TfracPipA_Inelas,inel,3.0,700.0,0.121712
2018,TfracPipA_Inelas,inel,3.0,750.0,0.112438
2018,TfracPipA_Inelas,inel,3.0,800.0,0.108367
2018,TfracPipA_Inelas,inel,3.0,850.0,0.106002
2018,TfracPipA_Inelas,inel,3.0,900.0,0.101726
2018,TfracPipA_Inelas,inel,3.0,950.0,0.0965316
2018,TfracPipA_Inelas,inel,3.0,1000.0,0.091774
2018,TfracPipA_Inelas,inel,4.0,0.0,0.493602
2018,TfracPipA_Inelas,inel,4.0,50.0,0.420012
2018,TfracPipA_Inelas,inel,4.0,100.0,0.259834
2018,TfracPipA_Inelas,inel,4.0,150.0,0.236987
2018,TfracPipA_Inelas,inel,4.0,200.0,0.222804
2018,TfracPipA_Inelas,inel,4.0,250.0,0.218772
2018,TfracPipA_Inelas,inel,4.0,300.0,0.211554
2018,TfracPipA_Inelas,inel,4.0,350.0,0.212842
2018,TfracPipA_Inelas,inel,4.0,400.0,0.214803
2018,TfracPipA_Inelas,inel,4.0,450.0,0.212766
2018,TfracPipA_Inelas,inel,4.0,500.0,0.206781
2018,TfracPipA_Inelas,inel,4.0,550.0,0.190195
2018,TfracPipA_Inelas,inel,4.0,600.0,0.164939
2018,TfracPipA_Inelas,inel,4.0,650.0,0.139143
2018,TfracPipA_Inelas,inel,4.0,700.0,0.120783
2018,TfracPipA_Inelas,inel,4.0,750.0,0.111636
2018,TfracPipA_Inelas,inel,4.0,800.0,0.10763
2018,TfracPipA_Inelas,inel,4.0,850.0,0.105323
2018,TfracPipA_Inelas,inel,4.0,900.0,0.101108
2018,TfracPipA_Inelas,inel,4.0,950.0,0.0959748
2018,TfracPipA_Inelas,inel,4.0,1000.0,0.0912625
2018,TfracPipA_Inelas,inel,7.0,125.0,0.308
2018,TfracPipA_Inelas,inel,7.0,165.0,0.386
2018,TfracPipA_Inelas,inel,7.0,205.0,0.498
2018,TfracPipA_Inelas,inel,7.0,245.0,0.53
2018,TfracPipA_Inelas,inel,7.0,0.0,0.428169
2018,TfracPipA_Inelas,inel,7.0,50.0,0.360263
2018,TfracPipA_Inelas,inel,7.0,100.0,0.249728
2018,TfracPipA_Inelas,inel,7.0,150.0,0.228461
2018,TfracPipA_Inelas,inel,7.0,200.0,0.215826
2018,TfracPipA_Inelas,inel,7.0,250.0,0.212709
2018,TfracPipA_Inelas,inel,7.0,300.0,0.205905
2018,TfracPipA_Inelas,inel,7.0,350.0,0.207396
2018,TfracPipA_Inelas,inel,7.0,400.0,0.209378
2018,TfracPipA_Inelas,inel,7.0,450.0,0.207547
2018,TfracPipA_Inelas,inel,7.0,500.0,0.20199
