# hA2018 -> hA2025 pi+ FSI fate-fraction weights at A = 40,
# tabulated from hA_TGraphs_2D/*.root with ROOT TGraph2D::Interpolate
# via the reference hA2025Reweighter (scripts/extract_ha_tgraphs.py).
# frac2018/frac2025: renormalized fate fractions; weight = f25/f18,
# set to 1 where f18 < 1e-06 (unmeasured / roundoff region).
# KE in MeV, clamped by the calculator to [1, 999].
KE,fate,frac2018,frac2025,weight
41.5,inel,0.37811289750273847,0.40022868163196024,1.0584898962063616
41.5,pipro,0.0,0.0023727341200762103,1.0
42.0,cex,0.04765336376726757,0.06511963184403131,1.3665274955628857
42.0,abs,0.5756267629102119,0.5309310116530669,0.9223528957702115
42.0,inel,0.37671987332252055,0.40174625719704177,1.0664323430930214
42.0,pipro,0.0,0.0022030993058600474,1.0
42.5,cex,0.047960558715830943,0.06527805253137503,1.3610778164230994
42.5,abs,0.5767165720151856,0.5294159043820772,0.9179828187218055
42.5,inel,0.37532286926898345,0.40326049693619664,1.0744362519705428
42.5,pipro,0.0,0.0020455461503510242,1.0
43.0,cex,0.04826863257660316,0.06543543973460325,1.3556514084122038
43.0,abs,0.5778094991614294,0.5278936740400417,0.9136119686612454
43.0,inel,0.3739218682619674,0.4047716671053993,1.0825033288018842
43.0,pipro,0.0,0.001899219119955651,1.0
43.5,cex,0.04857758912695749,0.06559183640648313,1.35024890253526
43.5,abs,0.5789055577496062,0.5263648265508171,0.9092412734763992
43.5,inel,0.37251685312343635,0.406280014358644,1.0906352583839207
43.5,pipro,0.0,0.0017633226840558464,1.0
44.0,cex,0.048887432165944066,0.06574728232404627,1.3448708473963806
44.0,abs,0.5800047612572791,0.5248298334824587,0.9048715950965344
44.0,inel,0.3711078065767769,0.407785767014103,1.098833707583939
44.0,pipro,0.0,0.0016371171793920706,1.0
44.5,cex,0.04919816551444554,0.06590181430029005,1.3395177159794707
44.5,abs,0.5811071232394651,0.5232891345075525,0.9005037343035861
44.5,inel,0.3696947112460893,0.4092891362422155,1.1071003284376713
44.5,pipro,0.0,0.001519914949941757,1.0
45.0,cex,0.04950979301533419,0.06605546638241383,1.334189911922175
45.0,abs,0.5822126573291917,0.521743139692303,0.896138435199463
45.0,inel,0.36827754965547405,0.4107903171800452,1.1154367611176466
45.0,pipro,0.0,0.0014110767452379504,1.0
45.5,cex,0.049822318533630304,0.06620827003737716,1.3288877753187311
45.5,abs,0.5833213772380591,0.5201922316256069,0.8917763893527109
45.5,inel,0.36685630422831056,0.41228948997607023,1.1238446367804127
45.5,pipro,0.0,0.00131000836094584,1.0
46.0,cex,0.05013574595666198,0.0663602543255309,1.323611588085148
46.0,abs,0.5844332967568069,0.5186367673986992,0.887418239646454
46.0,inel,0.36543095728653113,0.4137868207693992,1.1323255803009395
46.0,pipro,0.0,0.0012161575063706976,1.0
46.5,cex,0.0504500791942263,0.06651144606303575,1.318361578917949
46.5,abs,0.5855484297558861,0.5170770804453435,0.8830645838481915
46.5,inel,0.36400149104988766,0.41528246260721585,1.1408812129022294
46.5,pipro,0.0,0.001129010884404809,1.0
47.0,cex,0.050765322178751904,0.06666186997374657,1.31313792787566
47.0,abs,0.5866667901860354,0.5155134822519349,0.8787159779207251
47.0,inel,0.3625678876352127,0.4167765563040888,1.1495131546879203
47.0,pipro,0.0,0.001048091470229831,1.0
47.5,cex,0.051081478865463006,0.06681154883120763,1.3079407706103037
47.5,abs,0.587788392078864,0.5139462639463256,0.8743729390922865
47.5,inel,0.36113012905567304,0.4182692312465949,1.1582230270853782
47.5,pipro,0.0,0.000972955975871868,1.0
48.0,cex,0.05139855323254475,0.06696050359136822,1.3027702022742909
48.0,abs,0.5889132495474371,0.5123756977736266,0.8700359487027548
48.0,inel,0.3596881972200182,0.41976060614654775,1.1670124552065404
48.0,pipro,0.0,0.000903192488457551,1.0
48.5,cex,0.051716549281310135,0.0671087535165961,1.2976262811263892
48.5,abs,0.5900413767868687,0.510802038466732,0.8657054548417558
48.5,inel,0.3582420739318211,0.4212507897459325,1.1758830701334733
48.5,pipro,0.0,0.0008384182707392912,1.0
49.0,cex,0.05203547103636828,0.06725631629153428,1.2925090318588246
49.0,abs,0.5911727880749188,0.5092255245188166,0.861381874793403
49.0,inel,0.356791740888713,0.4227398814765032,1.1848365111353856
49.0,pipro,0.0,0.0007782777131458729,1.0
49.5,cex,0.05235532254579428,0.06740320813131563,1.2874184486660212
49.5,abs,0.592307497772595,0.5076463793645852,0.8570655973014312
49.5,inel,0.3553371796816108,0.42422797207682883,1.193874427823583
49.5,pipro,0.0,0.0007224404272703842,1.0
50.0,cex,0.05267610788130037,0.06754944388262056,1.282354498074071
50.0,abs,0.5934455203247607,0.5060648124766244,0.8527569846675772
50.0,inel,0.3538783717939389,0.4257151441694239,1.2029984822506055
50.0,pipro,0.0,0.0006705994713312037,1.0
50.5,cex,0.052997831138408814,0.06767256334365246,1.2768930707167847
50.5,abs,0.5945868702607484,0.5055373760546288,0.8502329959505024
50.5,inel,0.3524152986008427,0.4261141026565101,1.2091248715599636
50.5,pipro,0.0,0.0006759579452086498,1.0
51.0,cex,0.053320496436626154,0.06779582647687318,1.2714777807339364
51.0,abs,0.5957315621949771,0.5050098879694029,0.8477138362598927
51.0,inel,0.35094794136839674,0.42651292712873484,1.2153167944672914
51.0,pipro,0.0,0.00068135842498912,1.0
51.5,cex,0.05364410791961902,0.06791923321452845,1.2661079818178622
51.5,abs,0.5968796108275767,0.5044823492659534,0.8451995010626783
51.5,inel,0.3494762812528044,0.4269116162865182,1.2215753663056137
51.5,pipro,0.0,0.0006868012329999752,1.0
52.0,cex,0.053968669755391545,0.06804278348802321,1.2607830394267898
52.0,abs,0.5980310309450168,0.5039547609891338,0.842689985823608
52.0,inel,0.34800029929959175,0.42731016882885986,1.227901727926362
52.0,pipro,0.0,0.0006922866939830287,1.0
52.5,cex,0.054294186136464286,0.06816647722791835,1.2555023305181723
52.5,abs,0.5991858374207422,0.5034271241836319,0.840185286005234
52.5,inel,0.34651997644279353,0.4277085834533376,1.2342970464328984
52.5,pipro,0.0,0.0006978151351121306,1.0
